Date,China,US,United_Kingdom,Italy,France,Germany,Spain,Iran,total
2021-04-15,17,74123,2766,16963,38045,25110,9663,25078,191765
2021-04-16,32,80677,2807,15923,36450,23856,10598,25261,195604
2021-04-17,34,54870,2273,15364,35873,20197,0,21312,149923
2021-04-18,41,43279,1884,12688,29378,1217,0,21644,110131
2021-04-19,22,62891,3054,8863,6708,11615,21071,24346,138570
2021-04-20,29,62135,2530,12069,44075,31397,0,25492,177727
2021-04-21,7,64251,2424,13836,34924,24354,17718,24886,182400
2021-04-22,33,66901,2766,16046,33404,31721,10814,24092,185777
2021-04-23,18,63191,2754,14758,32340,22262,11731,22904,169958
2021-04-24,16,54289,2122,13814,32642,14422,0,18230,135535
2021-04-25,17,34141,1733,13157,24505,15399,0,19165,108117
2021-04-26,15,43133,2119,8440,5957,5961,19852,21026,106503
2021-04-27,20,52353,2697,10398,30324,25911,7665,20963,150331
2021-04-28,27,55144,2131,13382,31542,28263,8665,21713,160867
2021-04-29,28,58866,2459,14314,26547,24212,10143,19899,156468
2021-04-30,20,58003,2397,13445,24303,14326,9135,19272,140901
2021-05-01,23,48264,1911,12964,25670,18535,0,17080,124447
2021-05-02,13,30069,1674,9145,9921,8776,0,18698,78296
2021-05-03,19,45873,1674,5946,3767,5510,16353,20732,99874
2021-05-04,11,42566,1984,9113,24377,24111,4515,20150,126827
2021-05-05,11,45779,2155,10579,26004,22458,6317,15872,129175
2021-05-06,15,46601,2618,11798,21713,17917,7960,18409,127031
2021-05-07,10,48179,2490,10549,19139,15090,8186,17076,120719
2021-05-08,17,35157,2056,10174,20779,13125,0,13576,94884
2021-05-09,12,22491,1770,8289,9128,0,0,14141,55831
2021-05-10,18,33191,2378,5077,3299,7321,13984,18408,83676
2021-05-11,17,35204,2490,6943,19791,19696,4941,18133,107215
2021-05-12,11,35921,2296,7848,21498,6590,6418,16409,96991
2021-05-13,10,38888,2663,8082,19461,13631,5701,14246,102682
2021-05-14,15,42046,2198,7562,7043,10377,6347,10145,85733
2021-05-15,21,30398,2060,6652,15685,7370,0,7723,69909
2021-05-16,29,17431,1926,5748,14026,7067,0,11291,57518
2021-05-17,23,25821,1993,3454,3351,5381,11061,14319,65403
2021-05-18,15,28784,0,4449,17223,7576,3988,13930,75965
2021-05-19,13,29502,2146,5500,19057,11881,6080,12789,86968
2021-05-20,25,30099,2699,5736,0,10727,5733,12428,67447
2021-05-21,11,28690,2708,5215,12803,8096,4792,11250,73565
2021-05-22,20,20945,2524,4714,12611,6419,0,8005,55238
2021-05-23,20,13530,2093,3993,9766,4643,0,8631,42676
2021-05-24,17,22256,2370,2489,2230,2328,11067,11005,53762
2021-05-25,15,24525,2417,3220,3155,2578,5359,11873,53142
2021-05-26,20,24519,2991,3935,12657,4473,5007,10468,64070
2021-05-27,7,26837,3384,4143,13933,6949,5290,9994,70537
2021-05-28,16,22230,4030,3737,11274,6169,5482,10253,63191
2021-05-29,12,13149,3241,3348,11527,4513,0,7107,42897
2021-05-30,27,7186,3114,2948,8662,3043,0,8876,33856
2021-05-31,27,6078,3294,1818,370,2206,9732,11042,34567
2021-06-01,31,20979,3102,2483,9853,2987,4388,10687,54510
2021-06-02,24,16698,4264,2896,1354,5096,4984,11620,46936
2021-06-03,25,18370,5181,1963,15559,3688,5250,9657,59693
2021-06-04,25,17808,6144,2556,6958,2993,4969,9209,50662
2021-06-05,31,15446,5655,2434,6654,2249,0,6442,38911
2021-06-06,26,5921,5225,2275,5180,1964,0,5612,26203
2021-06-07,40,14159,5597,1270,1174,1444,9542,4907,38133
2021-06-08,19,12944,5973,1894,6021,2253,3504,8846,41454
2021-06-09,26,18542,7322,2198,5569,3275,4427,10598,51957
2021-06-10,24,14928,7239,2078,4483,2747,14004,12398,57901
2021-06-11,35,25000,7960,1892,3879,2194,4142,9966,55068
2021-06-12,37,9041,7552,1722,3972,1484,0,7444,31252
2021-06-13,23,5185,7334,1390,2973,1000,0,8195,26100
2021-06-14,21,11542,7621,907,698,873,8167,10715,40544
2021-06-15,23,10866,7594,1253,3243,1160,3432,10216,37787
2021-06-16,20,11873,8811,1400,3064,1439,3832,10487,40926
2021-06-17,23,11597,10823,1323,2049,901,4197,10291,41204
2021-06-18,34,21282,10287,1147,3187,933,4214,10100,51184
2021-06-19,24,8933,10076,1193,2624,996,0,6448,30294
2021-06-20,18,4839,9077,881,1910,529,0,8161,25415
2021-06-21,28,10665,10468,484,496,493,7209,10485,40328
2021-06-22,31,10682,11507,834,2213,685,4040,11716,41708
2021-06-23,18,12620,15943,1140,2330,1135,4341,11059,48586
2021-06-24,31,14315,16705,266,2008,475,4507,11734,50041
2021-06-25,29,24389,15374,751,1988,751,4924,10820,59026
2021-06-26,16,9316,17946,838,2128,488,0,7034,37766
2021-06-27,28,4524,14633,780,1634,336,0,9758,31693
2021-06-28,21,13655,22723,387,518,341,10179,12351,60175
2021-06-29,10,7010,20261,677,3395,569,7091,12717,51730
2021-06-30,14,15182,25670,776,1380,806,9227,11748,64803
2021-07-01,22,15009,27646,879,2664,754,12345,14303,73622
2021-07-02,34,29692,26863,794,2687,671,12563,13836,87140
2021-07-03,16,5150,24465,929,3006,429,0,8341,42336
2021-07-04,25,4098,23896,806,2605,411,0,13781,45622
2021-07-05,24,8715,27106,480,802,392,32607,16025,86151
2021-07-06,58,22754,28629,907,3588,713,14137,16080,86866
2021-07-07,18,20088,32061,1010,4083,992,17384,17212,92848
2021-07-08,26,20784,32096,1391,4446,903,17317,23391,100354
2021-07-09,27,47581,35885,1386,4580,885,21879,16596,128819
2021-07-10,1,9730,31835,1394,4696,809,0,11664,60129
2021-07-11,52,11524,31382,1391,4314,568,0,17664,66895
2021-07-12,29,30022,34810,887,1268,553,33932,20829,122330
2021-07-13,25,26319,36500,1530,6958,1027,43960,22750,139069
2021-07-14,31,31227,42183,2153,1450,1623,26390,23371,128428
2021-07-15,36,31763,48641,2473,11058,1444,27688,23655,146758
2021-07-16,31,77331,51949,2895,10935,1565,31060,21885,197651
2021-07-17,33,13496,54183,3118,11005,1309,0,15139,98283
2021-07-18,33,20593,47848,3126,12532,983,0,22184,107299
2021-07-19,65,49783,40671,2070,4193,984,61628,25441,184835
2021-07-20,7,39387,46688,3555,18217,1626,27286,27444,164210
2021-07-21,78,47595,44081,4254,21573,1651,30587,27379,177198
2021-07-22,49,56389,40029,5056,22100,1928,29535,20313,175399
2021-07-23,74,120768,36093,5142,19409,1866,31171,21814,236337
2021-07-24,0,27500,31624,5138,25741,1578,0,18632,110213
2021-07-25,80,27097,28937,4742,15242,1149,0,27146,104393
2021-07-26,71,80832,24932,3115,5414,1423,61625,31814,209226
2021-07-27,87,64824,23401,4516,27128,2060,26399,34951,183366
2021-07-28,50,73145,25713,5693,27923,3051,27149,33817,196541
2021-07-29,68,72829,30871,6167,25429,2774,26689,34433,199260
2021-07-30,55,190580,29323,6613,24310,2592,24753,24715,302941
2021-07-31,77,41915,25782,6509,23862,1806,0,19846,119797
2021-08-01,99,42888,24173,5320,19714,1553,0,32511,126258
2021-08-02,93,112414,22287,3185,8592,1520,55939,37189,241219
2021-08-03,104,96732,21855,4841,24298,2547,20327,39019,209723
2021-08-04,87,102985,29151,6590,29241,3659,21874,39357,232944
2021-08-05,130,109108,30009,7224,26949,3457,21387,38674,236938
2021-08-06,109,251310,31633,6599,25731,3388,21561,34913,375244
2021-08-07,103,60479,28344,6897,25857,2761,0,26439,150880
2021-08-08,127,32729,27244,5733,20460,2240,0,39619,128152
2021-08-09,145,165466,25056,4200,7218,2220,39638,40808,284751
2021-08-10,115,117226,23469,5624,28892,3282,15680,39139,233427
2021-08-11,82,153014,29381,6921,32794,5487,17023,42541,287243
2021-08-12,104,144980,32885,7267,29671,5497,17410,39049,276863
2021-08-13,71,225981,32539,7398,27747,5536,15657,39119,354048
2021-08-14,55,68264,29226,7181,24427,4675,0,29700,163528
2021-08-15,52,44054,26484,5661,21269,3732,0,36736,137988
2021-08-16,45,203843,28358,3669,13397,3549,25726,41194,319781
2021-08-17,31,148854,26709,5268,25123,5391,14336,50228,275940
2021-08-18,49,166596,33758,7159,30027,9008,11956,39174,297727
2021-08-19,38,154417,36533,7240,25389,8303,12445,31266,275631
2021-08-20,22,240034,37128,7220,22948,8966,12450,28833,357601
2021-08-21,35,82516,31886,7466,22713,6600,0,24179,175395
2021-08-22,26,40175,32034,5922,17300,5946,0,36419,137822
2021-08-23,40,223090,31856,4166,7911,5592,23899,38657,335211
2021-08-24,27,155103,30762,6078,25914,16654,10072,40623,285233
2021-08-25,31,172463,35618,7539,23706,13275,10781,39983,303396
2021-08-26,35,187691,38117,7215,19683,11688,7115,36758,308302
2021-08-27,38,238487,37854,7823,457,1940,9489,36279,332367
2021-08-28,39,72898,32142,6858,35631,8395,0,26034,181997
2021-08-29,30,45624,32992,5954,13630,6627,0,31516,136373
2021-08-30,40,239545,26285,4253,7688,6823,15489,33780,333903
2021-08-31,21,180280,32167,5492,24,18646,7767,31319,275716
2021-09-01,29,196675,35577,6496,33129,14158,6818,33170,326052
2021-09-02,28,175865,37982,6754,14154,13950,9561,30279,288573
2021-09-03,27,237333,42355,6729,15224,2899,6311,27621,338499
2021-09-04,29,77141,36725,6156,13336,8944,0,20404,162735
2021-09-05,26,52245,36545,5314,10410,8176,0,25870,138586
2021-09-06,38,80535,40976,3347,3050,6779,9357,27579,171661
2021-09-07,25,242277,37535,4715,14541,19080,5528,27138,350839
2021-09-08,30,177921,38579,5921,5931,5110,5618,26854,265964
2021-09-09,19,165431,37570,5518,18120,23718,4763,26821,281960
2021-09-10,30,232296,37012,5617,10017,3148,4440,21114,313674
2021-09-11,50,78132,28899,5191,9749,8537,0,16654,147212
2021-09-12,52,44926,28641,4664,7979,6945,0,20219,113426
2021-09-13,93,235250,30416,2792,2318,6287,7804,22541,307501
2021-09-14,75,142677,26763,4009,14456,8840,3261,22329,222410
2021-09-15,81,176360,29901,4826,383,13090,3723,19731,248095
2021-09-16,84,156931,26619,5115,14384,11816,4075,18021,237045
2021-09-17,49,210610,32566,4544,7756,9904,3222,17605,286256
2021-09-18,71,71312,29476,4576,7972,7103,0,12847,133357
2021-09-19,52,43178,29298,3836,5944,5667,0,15975,103950
2021-09-20,77,179286,35943,2405,1547,5328,5988,17397,247971
2021-09-21,42,117068,31188,3374,8776,7277,2450,17564,187739
2021-09-22,44,136609,33829,3963,7125,10920,2840,17433,212763
2021-09-23,56,127577,35847,4053,7307,10315,3031,16362,204548
2021-09-24,47,176559,35716,3790,6675,8934,2746,15294,249761
2021-09-25,39,58989,29976,3519,5370,6423,0,10843,115159
2021-09-26,43,52260,33068,3099,4932,5271,0,13792,112465
2021-09-27,35,159767,37583,1773,1503,4798,5039,14470,224968
2021-09-28,42,112718,34847,2962,7224,7409,2290,11701,179193
2021-09-29,27,120972,35266,3212,6238,12267,2761,13271,194014
2021-09-30,37,111344,35833,4094,5456,10999,2400,14078,184241
2021-10-01,45,154614,34684,3403,5126,9288,2037,14525,223722
2021-10-02,33,47004,29520,3309,5261,6482,0,10135,101744
2021-10-03,27,43605,29719,2967,3799,4951,0,12428,97496
2021-10-04,33,145471,34502,1612,1293,4507,4271,14607,206296
2021-10-05,34,95371,33190,2463,5947,7763,1801,13226,159795
2021-10-06,32,112990,38922,3232,9723,11636,2303,10497,189335
2021-10-07,29,101457,39898,2933,5210,11476,1807,11625,174435
2021-10-08,21,131725,35120,3017,4799,9758,2309,9897,196646
2021-10-09,32,37702,39493,2747,4823,6894,0,7654,99345
2021-10-10,25,38910,33654,2278,4057,5909,0,11256,96089
2021-10-11,19,97491,39738,1516,1140,4909,3829,13504,162146
2021-10-12,26,111132,37855,2486,6111,7928,0,13391,178929
2021-10-13,29,108855,41669,2769,1607,12317,2758,12298,182302
2021-10-14,6,86983,44745,2666,9656,11578,1932,11964,169530
2021-10-15,23,109841,44387,2729,6193,11664,2248,11857,188942
2021-10-16,27,39238,42899,2982,4971,8420,0,7515,106052
2021-10-17,30,31083,44803,2435,3822,6766,0,11396,100335
2021-10-18,26,100040,48965,1594,1150,6562,4492,11844,174673
2021-10-19,32,81282,43628,2695,6038,22340,1889,13308,171212
2021-10-20,25,91953,48798,3699,6086,18802,2528,11770,183661
2021-10-21,54,77932,51719,3791,6286,17508,1881,11788,170959
2021-10-22,47,96383,48992,3879,6458,15093,2556,11064,184472
2021-10-23,50,31839,45102,3905,6357,3849,0,7081,98183
2021-10-24,42,18573,38846,3723,5033,9905,0,9174,85296
2021-10-25,67,111124,36369,2535,1357,9359,4485,7516,172812
2021-10-26,42,69230,43739,4053,6769,31402,1926,9096,166257
2021-10-27,44,102378,44122,4595,7080,28826,2532,10644,200221
2021-10-28,66,75757,39478,4863,6105,8079,2212,11409,147969
2021-10-29,83,95135,43258,5332,6494,37520,2261,9893,199976
2021-10-30,75,33870,41009,4877,7399,17248,0,6809,111287
2021-10-31,92,32029,37732,4525,6349,0,0,8427,89154
2021-11-01,72,111482,39999,2818,1883,11315,0,9857,177426
2021-11-02,112,70970,33712,2831,2106,30691,5820,10104,156346
2021-11-03,106,85373,41530,5188,10307,34498,2287,10363,189652
2021-11-04,85,81737,36963,5902,9397,37640,3291,9862,184877
2021-11-05,61,96696,33972,6761,9083,33785,3093,8633,192084
2021-11-06,76,34607,30454,6760,9664,23788,0,6803,112152
2021-11-07,90,36314,29889,5822,8559,12788,0,7554,101016
2021-11-08,62,109044,32325,4547,2241,23714,6417,8341,186691
2021-11-09,55,79972,32899,6111,12565,41286,0,8305,181193
2021-11-10,69,95714,39699,8033,11945,51077,6461,7948,220946
2021-11-11,99,56672,43511,8697,12643,48834,4286,7539,182281
2021-11-12,76,144835,39149,8522,3887,45356,4353,7322,253500
2021-11-13,91,43509,37807,8539,14676,34309,0,4306,143237
2021-11-14,53,31221,36217,7565,12506,19203,0,6143,112908
2021-11-15,28,134823,40665,5199,3307,34958,9798,7494,236272
2021-11-16,32,87075,37130,7815,19884,53627,4091,6430,216084
2021-11-17,38,112690,38254,10167,20365,68366,6667,6251,262798
2021-11-18,28,110202,48053,10645,20396,58768,6315,5882,260289
2021-11-19,24,126926,44835,10554,21270,57302,6636,5784,273331
2021-11-20,20,44805,40153,11540,22701,45183,0,3539,167941
2021-11-21,40,39235,39548,9707,19757,26241,0,4340,138868
2021-11-22,22,145664,45653,6403,5339,47887,15875,5427,272270
2021-11-23,28,91290,43020,10044,30505,68049,6777,5144,254857
2021-11-24,25,111545,42950,12450,32633,79051,8527,4813,291994
2021-11-25,19,39058,47287,13756,33510,74579,9258,4850,222317
2021-11-26,29,52706,49829,13681,34472,65584,9912,4384,230597
2021-11-27,26,26017,39834,12869,37089,44977,0,3045,163857
2021-11-28,44,42510,36591,12927,31587,23325,0,3781,150765
2021-11-29,42,187743,42874,7972,8547,50745,22911,4310,325144
2021-11-30,119,117338,40501,12757,47224,68680,10261,4253,301133
2021-12-01,76,136997,47927,15073,50470,75456,10536,4312,340847
2021-12-02,102,139223,53528,16810,48445,73279,14500,3839,349726
2021-12-03,93,158649,51181,17015,49871,62193,13738,3603,356343
2021-12-04,63,65594,41574,16627,51464,43500,0,2157,220979
2021-12-05,70,54268,43361,15010,42153,22945,0,3109,180916
2021-12-06,99,179487,51746,9494,11635,18322,0,3356,274139
2021-12-07,79,113242,45473,15742,59054,93087,43808,3514,373999
2021-12-08,83,149672,51003,17946,61358,27482,0,3309,310853
2021-12-09,70,122449,50545,12516,56886,103018,26412,3228,375124
2021-12-10,91,160678,58527,20490,55165,53296,17095,2971,368313
2021-12-11,76,55832,52423,21035,53919,32752,0,1681,217718
2021-12-12,106,51317,48156,19212,43848,17116,0,2289,182044
2021-12-13,78,187085,54055,12704,12101,35423,49802,2706,353954
2021-12-14,74,114824,60067,20665,63416,52233,26136,2784,340199
2021-12-15,76,143579,78144,23190,65714,56902,27140,2651,397396
2021-12-16,86,141601,88042,26104,60905,51400,28900,2500,399538
2021-12-17,132,192768,92907,28615,58152,15716,33359,2196,423845
2021-12-18,88,77785,89190,28057,58536,55603,0,1361,310620
2021-12-19,110,87794,82063,24303,48473,0,0,1968,244711
2021-12-20,88,242418,92598,16205,15132,21742,79704,2390,470277
2021-12-21,86,178375,89609,30783,72882,64949,49823,2413,488920
2021-12-22,106,240739,105790,36326,84312,44313,60041,2103,573730
2021-12-23,89,269736,123255,44585,91640,34420,72912,1932,638569
2021-12-24,145,233455,121932,50590,94126,4068,0,1967,506283
2021-12-25,71,72805,121948,54787,104611,17238,0,1121,372581
2021-12-26,217,195707,118945,24882,27697,10172,0,1857,379477
2021-12-27,371,508608,107886,30799,30481,18750,214619,1967,913481
2021-12-28,203,356004,138223,78300,179808,30998,99671,2128,885335
2021-12-29,221,498385,184599,98016,208208,69956,100760,1905,1162050
2021-12-30,208,588268,190243,127000,206546,42070,161688,1936,1317959
2021-12-31,248,489839,190871,144255,232200,21764,0,1703,1080880
2022-01-01,209,166270,162972,141256,219126,2968,0,1002,693803
2022-01-02,158,304127,135123,61137,58432,12636,0,1510,573123
2022-01-03,188,1076455,187864,68034,67489,50013,372766,1677,1824486
2022-01-04,104,805555,225760,170837,271974,61905,117775,1706,1655616
2022-01-05,207,644454,195235,189088,332308,67337,137180,1171,1566980
2022-01-06,198,814640,182240,219430,262898,59110,0,1579,1540095
2022-01-07,176,856790,180066,108297,328246,52621,242440,1178,1769814
2022-01-08,186,385743,141251,197535,303669,32128,0,701,1061213
2022-01-09,173,475744,141702,155642,296097,21839,0,1480,1092677
2022-01-10,198,1368382,145230,117405,93941,16618,292394,1932,2036100
2022-01-11,238,769245,117337,220519,368817,120271,134942,1961,1733330
2022-01-12,202,909536,131860,196205,361885,86232,179125,2089,1867134
2022-01-13,232,840125,106489,184577,308388,89920,159161,2394,1691286
2022-01-14,167,858951,100524,200869,329722,77175,162508,2539,1732455
2022-01-15,122,393581,80970,192936,324610,44251,0,1421,1037891
2022-01-16,230,467356,70432,157465,278129,33129,0,2292,1009033
2022-01-17,174,659592,90605,83387,102664,82818,331467,3163,1353870
2022-01-18,93,1103191,94634,228123,465270,118105,94472,3653,2107541
2022-01-19,73,991092,108219,200966,436566,139000,157941,4060,2037917
2022-01-20,100,645429,108124,198865,427315,140870,157447,4658,1682808
2022-01-21,74,879980,96424,185600,401419,133329,141095,5276,1843197
2022-01-22,72,286034,77288,177335,389342,81343,0,3503,1014917
2022-01-23,157,203542,74933,142487,301643,56226,0,5144,784132
